file_id,accuracy,stress,phones,total,text,phones-accuracy,speaker_id
96140019,3,10,"['W', 'UH0', 'D']",4,WOULD,"[2.0, 0.0, 2.0]",9614
96140019,10,10,['AY0'],10,I,[2.0],9614
96140019,10,10,"['W', 'AA0', 'N', 'T']",10,WANT,"[2.0, 2.0, 2.0, 1.8]",9614
96140019,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9614
96140019,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",9614
96140020,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",9614
96140020,10,10,"['L', 'UH0', 'K', 'T']",10,LOOKED,"[2.0, 2.0, 2.0, 1.8]",9614
96140020,10,10,"['OW1', 'V', 'ER0']",10,OVER,"[2.0, 2.0, 2.0]",9614
96140020,10,10,"['HH', 'IH0', 'Z']",10,HIS,"[2.0, 2.0, 2.0]",9614
96140020,10,10,"['HH', 'AE0', 'N', 'D']",9,HAND,"[2.0, 1.6, 2.0, 2.0]",9614
96140020,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9614
96140020,5,10,"['S', 'M', 'AY0', 'L', 'D']",6,SMILED,"[2.0, 2.0, 0.8, 2.0, 2.0]",9614
96140021,10,10,['AY0'],10,I,[2.0],9614
96140021,10,10,"['AH0', 'M']",10,AM,"[1.2, 2.0]",9614
96140021,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9614
96140021,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",9614
96140021,10,10,"['HH', 'UW0']",10,WHO,"[2.0, 2.0]",9614
96140021,10,10,"['M', 'EY0', 'D']",10,MADE,"[2.0, 2.0, 2.0]",9614
96140021,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",9614
96140022,10,10,['AY0'],10,I,[2.0],9614
96140022,3,10,"['W', 'AH0', 'D']",4,WOULD,"[2.0, 0.0, 2.0]",9614
96140022,10,10,"['L', 'AH0', 'V']",10,LOVE,"[2.0, 1.8, 2.0]",9614
96140022,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",9614
96140022,10,10,"['AH0', 'S']",10,US,"[2.0, 2.0]",9614
96140022,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9614
96140022,10,10,"['S', 'T', 'EY0']",10,STAY,"[2.0, 2.0, 2.0]",9614
96140022,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",9614
96140022,10,10,"['W', 'AH0', 'N', 'S']",10,ONCE,"[2.0, 1.8, 2.0, 2.0]",9614
96140022,10,10,"['AH0', 'G', 'EH0', 'N']",10,AGAIN,"[2.0, 2.0, 2.0, 2.0]",9614
96150003,10,10,['AY0'],10,I,[2.0],9615
96150003,10,10,"['AA0', 'S', 'K', 'T']",9,ASKED,"[2.0, 2.0, 1.6, 1.4]",9615
96150003,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.6]",9615
96150003,10,10,['AH0'],10,A,[2.0],9615
96150003,10,10,"['S', 'M', 'AY0', 'L']",9,SMILE,"[2.0, 2.0, 2.0, 1.6]",9615
96150003,10,10,"['AH0', 'N']",10,ON,"[2.0, 2.0]",9615
96150003,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",9615
96150003,10,10,"['F', 'EY0', 'S']",10,FACE,"[2.0, 2.0, 2.0]",9615
96150005,10,10,"['B', 'AH0', 'T']",10,BUT,"[2.0, 2.0, 2.0]",9615
96150005,10,10,"['SH', 'IY0']",10,SHE,"[2.0, 2.0]",9615
96150005,10,10,"['HH', 'AE0', 'D']",10,HAD,"[2.0, 2.0, 2.0]",9615
96150005,10,10,"['L', 'EH0', 'F', 'T']",10,LEFT,"[2.0, 1.8, 2.0, 2.0]",9615
96150005,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",9615
96150005,3,10,"['L', 'AY0', 'F']",4,LIFE,"[2.0, 0.8, 2.0]",9615
96150005,10,10,"['B', 'IH0', 'HH', 'AY1', 'N', 'D']",10,BEHIND,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",9615
96150005,10,10,"['N', 'AW0']",10,NOW,"[2.0, 2.0]",9615
96150005,10,10,"['T', 'UW0']",10,TOO,"[2.0, 1.8]",9615
96150006,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",9615
96150006,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150006,10,10,"['N', 'OW0']",10,NO,"[2.0, 2.0]",9615
96150006,10,10,"['W', 'EY0']",10,WAY,"[2.0, 2.0]",9615
96150006,10,10,"['S', 'AH1', 'M', 'TH', 'IH0', 'NG']",10,SOMETHING,"[2.0, 2.0, 2.0, 1.8, 2.0, 2.0]",9615
96150006,10,10,"['L', 'AY0', 'K']",9,LIKE,"[2.0, 2.0, 2.0]",9615
96150006,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",9615
96150006,10,10,"['K', 'UH0', 'D']",10,COULD,"[2.0, 2.0, 2.0]",9615
96150006,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",9615
96150006,3,5,"['R', 'IY0', 'AE1', 'L', 'AH0', 'T', 'IY0']",4,REALITY,"[2.0, 2.0, 0.0, 0.8, 0.8, 0.8, 1.2]",9615
96150007,10,10,"['SH', 'IY0']",10,SHE,"[1.8, 1.8]",9615
96150007,10,10,"['HH', 'AE0', 'D']",9,HAD,"[2.0, 2.0, 2.0]",9615
96150007,10,10,"['M', 'EY0', 'D']",9,MADE,"[2.0, 2.0, 2.0]",9615
96150007,10,10,"['AH0', 'P']",10,UP,"[2.0, 2.0]",9615
96150007,10,10,"['HH', 'ER0']",10,HER,"[2.0, 2.0]",9615
96150007,5,10,"['M', 'AY0', 'N', 'D']",6,MIND,"[2.0, 0.0, 2.0, 2.0]",9615
96150007,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",9615
96150007,3,10,"['AO0', 'L']",4,ALL,"[0.4, 0.8]",9615
96150007,10,10,"['G', 'UH0', 'D']",10,GOOD,"[2.0, 2.0, 2.0]",9615
96150007,3,10,"['F', 'EY0', 'TH']",4,FAITH,"[2.0, 0.0, 2.0]",9615
96150009,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 2.0]",9615
96150009,10,10,"['W', 'ER0']",10,WERE,"[2.0, 2.0]",9615
96150009,10,10,"['G', 'OW0', 'IH0', 'NG']",10,GOING,"[2.0, 2.0, 1.8, 1.8]",9615
96150009,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",9615
96150009,10,10,"['S', 'EH0', 'N', 'D']",9,SEND,"[2.0, 1.6, 1.6, 2.0]",9615
96150009,10,10,"['HH', 'ER0']",10,HER,"[2.0, 2.0]",9615
96150009,10,10,"['B', 'AE0', 'K']",10,BACK,"[2.0, 2.0, 2.0]",9615
96150009,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",9615
96150009,10,10,"['T', 'AY0', 'M']",10,TIME,"[2.0, 2.0, 2.0]",9615
96150010,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150010,10,10,"['W', 'UH1', 'M', 'AH0', 'N']",10,WOMAN,"[2.0, 2.0, 2.0, 2.0, 2.0]",9615
96150010,10,10,"['T', 'ER0', 'N', 'D']",10,TURNED,"[2.0, 2.0, 2.0, 2.0]",9615
96150010,10,10,"['HH', 'ER0']",10,HER,"[2.0, 2.0]",9615
96150010,10,10,"['HH', 'EH0', 'D']",10,HEAD,"[2.0, 2.0, 2.0]",9615
96150010,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",9615
96150010,10,10,"['L', 'UH0', 'K']",9,LOOK,"[2.0, 1.8, 2.0]",9615
96150010,8,10,"['AW0', 'T']",8,OUT,"[1.6, 2.0]",9615
96150010,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150010,10,10,"['W', 'IH1', 'N', 'D', 'OW0']",9,WINDOW,"[2.0, 2.0, 2.0, 2.0, 1.6]",9615
96150011,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",9615
96150011,10,10,"['G', 'ER0', 'L']",10,GIRL,"[2.0, 1.6, 1.2]",9615
96150011,10,10,"['SH', 'IY0']",10,SHE,"[2.0, 1.8]",9615
96150011,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150011,10,10,"['EH1', 'V', 'R', 'IY0', 'TH', 'IH0', 'NG']",10,EVERYTHING,"[2.0, 2.0, 2.0, 2.0, 1.8, 2.0, 2.0]",9615
96150011,10,10,['AY0'],10,I,[2.0],9615
96150011,10,10,"['N', 'EH1', 'V', 'ER0']",10,NEVER,"[2.0, 2.0, 2.0, 2.0]",9615
96150011,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150012,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 1.6, 1.6]",9615
96150012,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.6, 2.0]",9615
96150012,10,10,"['W', 'AH0', 'N', 'S']",10,ONCE,"[2.0, 2.0, 2.0, 1.8]",9615
96150012,10,10,"['AH0', 'G', 'EH0', 'N']",10,AGAIN,"[2.0, 2.0, 1.2, 2.0]",9615
96150012,5,10,"['S', 'AY1', 'L', 'AH0', 'N', 'S']",6,SILENCE,"[2.0, 0.4, 2.0, 2.0, 2.0, 2.0]",9615
96150012,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",9615
96150012,10,10,['AY0'],10,I,[2.0],9615
96150012,3,10,"['L', 'EH0', 'T']",4,LET,"[2.0, 0.4, 2.0]",9615
96150012,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",9615
96150012,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",9615
96150013,10,10,['AY0'],10,I,[2.0],9615
96150013,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",9615
96150013,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9615
96150013,10,10,"['G', 'OW0']",10,GO,"[2.0, 2.0]",9615
96150013,10,10,"['S', 'EY0']",10,SAY,"[2.0, 2.0]",9615
96150013,10,10,"['HH', 'AY0']",10,HI,"[2.0, 2.0]",9615
96150013,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9615
96150013,10,10,"['S', 'AH0', 'M']",10,SOME,"[2.0, 2.0, 1.8]",9615
96150013,10,10,"['M', 'AO0']",10,MORE,"[2.0, 2.0]",9615
96150013,10,10,"['P', 'IY1', 'P', 'L']",10,PEOPLE,"[2.0, 2.0, 2.0, 2.0]",9615
96150016,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",9615
96150016,10,10,"['DH', 'EH0', 'N']",9,THEN,"[1.2, 1.6, 1.6]",9615
96150016,8,10,"['L', 'UH0', 'K', 'T']",8,LOOKED,"[2.0, 2.0, 2.0, 1.0]",9615
96150016,10,10,"['D', 'AW0', 'N']",10,DOWN,"[2.0, 1.6, 2.0]",9615
96150016,10,10,"['AE0', 'T']",10,AT,"[2.0, 2.0]",9615
96150016,10,5,"['HH', 'IH0', 'Z']",9,HIS,"[2.0, 2.0, 2.0]",9615
96150016,8,10,"['HH', 'AE1', 'N', 'D', 'Z', 'AA1', 'N']",7,HANDS,"[2.0, 2.0, 2.0, 1.2, 1.2, 1.2, 1.2]",9615
96150017,10,10,['AY0'],10,I,[2.0],9615
96150017,10,10,"['HH', 'AE0', 'D']",9,HAD,"[2.0, 2.0, 2.0]",9615
96150017,5,10,"['V', 'EH1', 'R', 'IY0']",6,VERY,"[1.8, 0.8, 0.8, 2.0]",9615
96150017,10,10,"['L', 'IH1', 'T', 'L']",10,LITTLE,"[2.0, 2.0, 2.0, 2.0]",9615
96150017,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",9615
96150017,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",9615
96150017,10,10,"['OW0', 'N']",10,OWN,"[2.0, 2.0]",9615
96150018,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",9615
96150018,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",9615
96150018,10,10,"['DH', 'AH0']",10,THE,"[2.0, 1.6]",9615
96150018,10,10,"['AH1', 'DH', 'ER0']",10,OTHER,"[2.0, 2.0, 2.0]",9615
96150018,10,10,"['HH', 'AE0', 'N', 'D']",9,HAND,"[2.0, 2.0, 2.0, 2.0]",9615
96150018,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.6, 2.0]",9615
96150018,5,10,"['D', 'IH1', 'F', 'R', 'AH0', 'N', 'T']",6,DIFFERENT,"[2.0, 2.0, 2.0, 0.8, 2.0, 2.0, 2.0]",9615
96150019,10,10,['AY0'],10,I,[2.0],9615
96150019,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",9615
96150019,10,10,"['N', 'OW0']",10,NO,"[2.0, 1.4]",9615
96150019,5,10,"['P', 'L', 'EY0', 'S']",5,PLACE,"[2.0, 2.0, 0.4, 2.0]",9615
96150019,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",9615
96150019,10,10,"['Y', 'UH', 'AH0']",10,YOUR,"[2.0, 1.6, 1.6]",9615
96150019,10,10,"['HH', 'AA0', 'R', 'T']",9,HEART,"[2.0, 2.0, 2.0, 1.8]",9615
96150020,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",9615
96150020,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150020,10,10,"['AE0', 'N']",10,AN,"[2.0, 2.0]",9615
96150020,3,5,"['AH0', 'F', 'EH1', 'R']",4,AFFAIR,"[0.4, 1.6, 0.0, 0.0]",9615
96150020,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",9615
96150020,10,10,"['B', 'AH0', 'T']",10,BUT,"[2.0, 2.0, 2.0]",9615
96150020,10,10,"['AH0', 'V']",9,OF,"[2.0, 1.6]",9615
96150020,10,10,['AH0'],10,A,[2.0],9615
96150020,5,10,"['M', 'OW1', 'M', 'AH0', 'N', 'T']",6,MOMENT,"[2.0, 1.2, 2.0, 1.4, 2.0, 2.0]",9615
96150021,10,10,['AY0'],10,I,[2.0],9615
96150021,7,10,"['L', 'UH0', 'K', 'T']",7,LOOKED,"[2.0, 1.8, 2.0, 1.0]",9615
96150021,10,10,"['IH1', 'N', 'T', 'UW0']",9,INTO,"[1.6, 2.0, 2.0, 1.6]",9615
96150021,10,10,"['HH', 'ER0']",10,HER,"[2.0, 2.0]",9615
96150021,10,10,"['AY0', 'Z']",10,EYES,"[2.0, 2.0]",9615
96150021,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9615
96150021,10,10,"['F', 'AW0', 'N', 'D']",9,FOUND,"[2.0, 2.0, 2.0, 2.0]",9615
96150021,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150021,3,10,"['T', 'R', 'UW0', 'TH']",4,TRUTH,"[0.4, 0.4, 0.8, 1.6]",9615
96150024,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",9615
96150024,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150024,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150024,3,10,"['L', 'IH1', 'T', 'R', 'AH0', 'CH', 'ER0']",3,LITERATURE,"[2.0, 2.0, 0.8, 0.8, 1.2, 0.0, 0.8]",9615
96150024,10,10,"['AH0', 'V']",9,OF,"[2.0, 1.6]",9615
96150024,10,10,"['L', 'AH0', 'V']",9,LOVE,"[2.0, 1.8, 2.0]",9615
96150024,10,10,"['N', 'AH0', 'T']",9,NOT,"[2.0, 1.2, 2.0]",9615
96150024,10,10,"['AH0', 'V']",9,OF,"[2.0, 1.6]",9615
96150024,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150024,10,10,"['L', 'AH0', 'V']",10,LOVE,"[2.0, 1.8, 2.0]",9615
96150025,10,10,['AY0'],10,I,[2.0],9615
96150025,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150025,5,10,"['V', 'EH1', 'R', 'IY0']",6,VERY,"[1.8, 0.8, 0.8, 2.0]",9615
96150025,5,10,"['N', 'ER1', 'V', 'AH0', 'S']",6,NERVOUS,"[2.0, 1.2, 2.0, 1.2, 2.0]",9615
96150025,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",9615
96150025,10,10,['AH0'],10,A,[1.6],9615
96150025,10,10,"['L', 'AH0', 'NG']",10,LONG,"[2.0, 1.8, 2.0]",9615
96150025,10,10,"['T', 'AY0', 'M']",9,TIME,"[2.0, 2.0, 1.8]",9615
96150025,10,10,"['AE1', 'F', 'T', 'ER0']",9,AFTER,"[1.2, 2.0, 2.0, 2.0]",9615
96150025,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",9615
96150026,10,10,['AY0'],10,I,[2.0],9615
96150026,10,10,"['AE1', 'K', 'CH', 'UW0', 'AH0', 'L', 'IY0']",9,ACTUALLY,"[1.6, 1.2, 1.6, 1.2, 1.6, 1.6, 1.6]",9615
96150026,10,10,"['OW1', 'P', 'AH0', 'N']",9,OPENED,"[1.8, 2.0, 2.0, 2.0]",9615
96150026,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",9615
96150026,10,10,"['AY0', 'Z']",10,EYES,"[2.0, 1.4]",9615
96150026,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9615
96150026,3,10,"['S', 'AO0']",4,SAW,"[2.0, 0.0]",9615
96150026,3,10,"['W', 'EH0', 'R']",4,WHERE,"[1.8, 0.4, 0.4]",9615
96150026,10,10,['AY0'],10,I,[2.0],9615
96150026,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.6, 2.0]",9615
96150027,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",9615
96150027,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9615
96150027,10,10,"['EH1', 'V', 'ER0']",10,EVER,"[2.0, 2.0, 2.0]",9615
96150027,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9615
96150027,3,10,"['S', 'EY0', 'M']",4,SAME,"[2.0, 0.4, 2.0]",9615
96150027,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9615
96150027,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",9615
96150028,3,10,"['SH', 'IY0']",4,SHE,"[0.0, 2.0]",9615
96150028,10,10,"['M', 'AH0', 'S', 'T']",10,MUST,"[2.0, 2.0, 2.0, 2.0]",9615
96150028,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",9615
96150028,10,10,"['K', 'AH1', 'M', 'IH0', 'NG']",10,COMING,"[2.0, 2.0, 2.0, 2.0, 2.0]",9615
96150028,10,10,"['F', 'AO0']",10,FOR,"[2.0, 1.8]",9615
96150028,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",9615
96150028,10,10,"['AH0', 'G', 'EH0', 'N']",10,AGAIN,"[2.0, 2.0, 1.2, 2.0]",9615
96160001,3,10,"['HH', 'IY0']",4,HE,"[1.6, 0.0]",9616
96160001,10,10,"['L', 'UH0', 'K', 'T']",9,LOOKED,"[2.0, 2.0, 2.0, 1.2]",9616
96160001,10,10,"['AH0', 'P']",10,UP,"[2.0, 2.0]",9616
96160001,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9616
96160001,3,10,"['S', 'AO0']",4,SAW,"[1.6, 0.0]",9616
96160001,10,10,['AH0'],10,A,[2.0],9616
96160001,10,10,"['M', 'AE0', 'N']",10,MAN,"[2.0, 2.0, 2.0]",9616
96160002,10,10,"['AO0', 'L']",10,ALL,"[2.0, 2.0]",9616
96160002,10,10,"['AH0', 'V']",9,OF,"[2.0, 1.6]",9616
96160002,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",9616
96160002,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 2.0]",9616
96160002,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",9616
96160002,3,10,"['DH', 'EH0', 'R']",4,THERE,"[0.8, 0.8, 0.8]",9616
96160003,10,10,"['SH', 'IY0']",10,SHE,"[2.0, 1.8]",9616
96160003,3,10,"['K', 'UH0', 'D']",4,COULD,"[2.0, 0.0, 2.0]",9616
96160003,10,10,"['JH', 'AH0', 'S', 'T']",10,JUST,"[1.6, 2.0, 2.0, 2.0]",9616
96160003,10,10,"['S', 'IY0']",10,SEE,"[2.0, 2.0]",9616
96160003,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",9616
96160004,10,10,"['B', 'AH0', 'T']",10,BUT,"[2.0, 2.0, 2.0]",9616
96160004,10,10,"['N', 'OW0']",10,NO,"[2.0, 2.0]",9616
96160004,3,10,"['W', 'EY0']",4,WAY,"[2.0, 0.6000000000000001]",9616
96160004,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9616
96160004,3,10,"['F', 'AY0', 'N', 'D']",4,FIND,"[2.0, 0.4, 0.8, 0.0]",9616
96160004,10,10,"['W', 'AH0', 'T']",10,WHAT,"[2.0, 1.8, 2.0]",9616
96160004,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 1.6]",9616
96160004,10,10,"['N', 'IY0', 'D']",10,NEED,"[2.0, 2.0, 2.0]",9616
96160005,10,10,"['DH', 'IY0']",10,THE,"[2.0, 1.6]",9616
96160005,3,10,"['F', 'ER0', 'S', 'T']",3,FIRST,"[2.0, 0.0, 0.0, 1.2]",9616
96160005,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",9616
96160005,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 1.8, 2.0]",9616
96160005,3,10,"['HH', 'IH0', 'Z']",4,HIS,"[1.2, 1.2, 0.2]",9616
96160005,3,10,"['AY0', 'Z']",3,EYES,"[0.0, 0.4]",9616
96160006,3,10,"['DH', 'EH0', 'R']",3,THERE,"[0.0, 0.4, 0.4]",9616
96160006,3,10,"['W', 'ER0']",3,WERE,"[1.0, 0.8]",9616
96160006,3,10,"['AH1', 'DH', 'ER0']",3,OTHER,"[0.0, 0.0, 0.8]",9616
96160006,3,10,"['P', 'IY1', 'P', 'L']",3,PEOPLE,"[0.8, 0.0, 0.0, 0.0]",9616
96160006,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",9616
96160006,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9616
96160006,3,5,"['K', 'AE1', 'R', 'IH0', 'JH']",3,CARRIAGE,"[1.6, 0.0, 1.6, 0.4, 1.6]",9616
96160006,3,10,"['W', 'IH0', 'TH']",4,WITH,"[2.0, 0.4, 1.2]",9616
96160006,10,10,"['DH', 'EH0', 'M']",10,THEM,"[2.0, 2.0, 1.8]",9616
96160007,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",9616
96160007,10,10,"['K', 'AE0', 'N']",10,CAN,"[2.0, 2.0, 2.0]",9616
96160007,10,10,"['G', 'OW0']",10,GO,"[2.0, 2.0]",9616
96160007,10,10,"['B', 'AE0', 'K']",10,BACK,"[2.0, 2.0, 2.0]",9616
96160007,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9616
96160007,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9616
96160007,3,10,"['S', 'T', 'AO1', 'R', 'IY0']",3,STORY,"[1.2, 0.0, 0.0, 1.2, 1.2]",9616
96160007,10,10,"['N', 'AW0']",10,NOW,"[2.0, 1.8]",9616
96160008,10,10,['AY0'],10,I,[2.0],9616
96160008,3,10,"['D', 'R', 'AH0', 'P', 'T']",4,DROPPED,"[0.8, 0.8, 0.0, 1.6, 1.6]",9616
96160008,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",9616
96160008,10,10,"['HH', 'AE0', 'N', 'D']",10,HAND,"[2.0, 2.0, 2.0, 2.0]",9616
96160008,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9616
96160008,10,10,"['P', 'UH0', 'T']",10,PUT,"[2.0, 2.0, 2.0]",9616
96160008,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",9616
96160008,3,10,"['AH0', 'N']",4,ON,"[0.0, 1.6]",9616
96160008,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",9616
96160008,3,10,"['S', 'AY0', 'D']",4,SIDE,"[1.6, 0.8, 2.0]",9616
96160009,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9616
96160009,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",9616
96160009,10,10,"['TH', 'IH0', 'NG', 'K']",10,THINK,"[1.6, 2.0, 2.0, 2.0]",9616
96160009,10,10,['AY0'],10,I,[2.0],9616
96160009,3,10,"['K', 'UH0', 'D']",4,COULD,"[2.0, 0.0, 1.6]",9616
96160009,10,10,"['G', 'EH0', 'T']",10,GET,"[2.0, 2.0, 2.0]",9616
96160009,10,10,"['AH0', 'W', 'EY1']",10,AWAY,"[2.0, 2.0, 2.0]",9616
96160009,10,10,"['F', 'R', 'AH0', 'M']",10,FROM,"[2.0, 2.0, 2.0, 2.0]",9616
96160009,3,10,"['W', 'ER0', 'K']",4,WORK,"[2.0, 0.6000000000000001, 2.0]",9616
96160010,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 1.6]",9616
96160010,6,5,"['OW1', 'P', 'AH0', 'N']",6,OPENED,"[2.0, 2.0, 2.0, 2.0]",9616
96160010,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9616
96160010,3,10,"['D', 'AO0']",4,DOOR,"[2.0, 2.0]",9616
96160010,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",9616
96160010,3,10,"['W', 'AO0', 'K', 'T']",3,WALKED,"[1.2, 0.0, 0.4, 0.4]",9616
96160010,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",9616
96160011,3,10,"['IH0', 'T', 'S']",4,IT'S,"[1.4, 1.0, 0.6000000000000001]",9616
96160011,10,10,['AH0'],10,A,[2.0],9616
96160011,10,10,"['G', 'UH0', 'D']",10,GOOD,"[2.0, 2.0, 2.0]",9616
96160011,10,10,"['TH', 'IH0', 'NG']",10,THING,"[1.6, 2.0, 2.0]",9616
96160011,10,10,"['N', 'OW0']",10,NO,"[2.0, 2.0]",9616
96160011,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",9616
96160011,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 1.8]",9616
96160011,3,10,"['AH0', 'R', 'AW1', 'N', 'D']",4,AROUND,"[2.0, 0.0, 0.0, 0.4, 1.6]",9616
96160011,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",9616
96160011,5,10,"['P', 'L', 'EY0', 'S']",6,PLACE,"[2.0, 1.2, 1.2, 2.0]",9616
96160012,10,10,"['IH0', 'F']",10,IF,"[1.8, 2.0]",9616
96160012,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",9616
96160012,10,10,['AA0'],10,ARE,[2.0],9616
96160012,10,10,"['G', 'OW0', 'IH0', 'NG']",10,GOING,"[2.0, 1.8, 2.0, 2.0]",9616
